what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1359612431870
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1359612431870
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1359612431870
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1359612431870
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1359612431870
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1359612431870
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1359612431870
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1359612431871
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1359612431871
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1359612431871
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1359612431871
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1359612431871
os,sysinfo,,,"macosx",1359612431875
arch,sysinfo,,,"x86_64",1359612431875
ws,sysinfo,,,"cocoa",1359612431875
locale,sysinfo,,,"en_US",1359612431875
processors,sysinfo,,,"2",1359612431875
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1359612431875
java.runtime.version,sysinfo,,,"1.6.0_31-b04-415-11E53",1359612431875
java.specification.name,sysinfo,,,"Java Platform API Specification",1359612431875
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1359612431875
java.specification.version,sysinfo,,,"1.6",1359612431875
java.vendor,sysinfo,,,"Apple Inc.",1359612431875
java.version,sysinfo,,,"1.6.0_31",1359612431875
java.vm.info,sysinfo,,,"mixed mode",1359612431875
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1359612431875
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1359612431875
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1359612431875
java.vm.specification.version,sysinfo,,,"1.0",1359612431875
java.vm.vendor,sysinfo,,,"Apple Inc.",1359612431875
java.vm.version,sysinfo,,,"20.6-b01-415",1359612431875
started,bundle,com.android.ide.eclipse.base,21.0.1.v201212060256-543035,"com.android.ide.eclipse.base",1359612432081
started,bundle,com.android.ide.eclipse.adt,21.0.1.v201212060256-543035,"com.android.ide.eclipse.adt",1359612432567
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1359612432738
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1359612432744
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1359612432746
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359612437511
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359612457357
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359612461216
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359612465321
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359612473992
error,log,,,"Unhandled event loop exception",1359612478211
error,log,,,"Unhandled event loop exception",1359612478289
error,log,,,"Unhandled event loop exception",1359612478371
error,log,,,"Unhandled event loop exception",1359612478469
error,log,,,"Unhandled event loop exception",1359612478602
error,log,,,"Unhandled event loop exception",1359612478702
error,log,,,"Unhandled event loop exception",1359612479234
error,log,,,"Unhandled event loop exception",1359612479350
error,log,,,"Unhandled event loop exception",1359612479482
error,log,,,"Unhandled event loop exception",1359612479580
error,log,,,"Unhandled event loop exception",1359612479665
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359612804644
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359612809846
started,bundle,com.android.ide.eclipse.ddms,21.0.1.v201212060256-543035,"com.android.ide.eclipse.ddms",1359613153042
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359613153195
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1359613153270
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1359613154395
